unit_id,property_id,type,amenities,sqft,market_rent
PROP_017_U013,PROP_017,Studio,"['View', 'Gym']",579,3933
PROP_017_U014,PROP_017,1BD,['Gym'],728,5079
PROP_017_U015,PROP_017,1BD,['View'],776,4111
PROP_017_U016,PROP_017,1BD,"['View', 'Doorman', 'Gym', 'Laundry']",687,6006
PROP_017_U017,PROP_017,1BD,[],786,3741
PROP_017_U018,PROP_017,2BD,"['Laundry', 'Doorman', 'View', 'Gym']",1025,8255
PROP_017_U019,PROP_017,3BD,"['Laundry', 'Gym', 'Doorman']",1436,9573
PROP_017_U020,PROP_017,2BD,"['Laundry', 'Gym', 'View']",1006,8482
PROP_017_U021,PROP_017,Studio,[],466,2893
PROP_017_U022,PROP_017,3BD,"['Doorman', 'View']",1419,2303
PROP_017_U023,PROP_017,3BD,['Laundry'],1389,1307
PROP_017_U024,PROP_017,Studio,['Doorman'],528,5567
PROP_017_U025,PROP_017,Studio,['Gym'],558,4519
PROP_017_U026,PROP_017,2BD,"['Laundry', 'Doorman']",991,5688
PROP_017_U027,PROP_017,Studio,"['Laundry', 'Doorman', 'View']",569,5293
PROP_017_U028,PROP_017,3BD,"['View', 'Gym']",1404,500
PROP_017_U029,PROP_017,1BD,"['View', 'Laundry']",711,3425
PROP_017_U030,PROP_017,1BD,[],718,4528
PROP_017_U031,PROP_017,1BD,"['Doorman', 'Gym', 'View', 'Laundry']",759,3068
PROP_017_U032,PROP_017,Studio,"['Gym', 'View', 'Laundry', 'Doorman']",465,4009
PROP_017_U033,PROP_017,2BD,[],967,6652
PROP_017_U034,PROP_017,1BD,['View'],716,3958
PROP_017_U035,PROP_017,3BD,"['Gym', 'View']",1349,6301
PROP_017_U036,PROP_017,2BD,[],985,5072
PROP_017_U037,PROP_017,1BD,"['Gym', 'View', 'Doorman']",708,2911
PROP_017_U038,PROP_017,1BD,"['Gym', 'View', 'Laundry']",668,4835
PROP_017_U039,PROP_017,1BD,"['Laundry', 'View', 'Doorman']",867,3832
PROP_017_U040,PROP_017,Studio,"['View', 'Doorman']",449,3206
PROP_017_U041,PROP_017,1BD,"['Doorman', 'Gym', 'Laundry', 'View']",684,6123
PROP_017_U042,PROP_017,1BD,['View'],825,7477
PROP_017_U043,PROP_017,3BD,"['View', 'Laundry', 'Gym']",1429,7483
PROP_017_U044,PROP_017,2BD,"['Doorman', 'Laundry']",952,3797
PROP_017_U045,PROP_017,1BD,['View'],583,7069
PROP_017_U046,PROP_017,Studio,"['Doorman', 'Gym']",552,5724
PROP_017_U047,PROP_017,2BD,[],1018,6452
PROP_017_U048,PROP_017,2BD,['Laundry'],1064,5118
PROP_017_U049,PROP_017,1BD,"['View', 'Laundry', 'Doorman', 'Gym']",739,6340
PROP_017_U050,PROP_017,1BD,[],687,5392
PROP_017_U051,PROP_017,2BD,"['Doorman', 'Gym']",940,9616
PROP_017_U052,PROP_017,Studio,"['View', 'Laundry']",445,3967
PROP_017_U053,PROP_017,1BD,"['Gym', 'View']",750,5327
PROP_017_U054,PROP_017,1BD,"['Doorman', 'View', 'Gym']",735,8280
PROP_017_U055,PROP_017,Studio,"['View', 'Laundry']",482,3574
PROP_017_U056,PROP_017,2BD,"['Gym', 'View', 'Doorman', 'Laundry']",1022,5502
PROP_017_U057,PROP_017,1BD,[],765,2299
PROP_017_U058,PROP_017,3BD,"['View', 'Laundry', 'Gym', 'Doorman']",1418,4650
PROP_017_U059,PROP_017,3BD,"['Gym', 'View', 'Laundry']",1429,6703
PROP_017_U060,PROP_017,2BD,"['View', 'Gym', 'Laundry', 'Doorman']",1065,6440
PROP_017_U061,PROP_017,2BD,[],1009,7285
PROP_017_U062,PROP_017,1BD,"['Doorman', 'Gym', 'View', 'Laundry']",721,5050
PROP_017_U063,PROP_017,1BD,['Gym'],693,6979
PROP_017_U064,PROP_017,3BD,"['Gym', 'Laundry', 'Doorman', 'View']",1396,9451
PROP_017_U065,PROP_017,1BD,"['Laundry', 'Doorman', 'Gym', 'View']",822,3643
PROP_017_U066,PROP_017,1BD,[],817,4757
PROP_017_U067,PROP_017,Studio,"['Gym', 'Doorman', 'Laundry', 'View']",456,3579
PROP_017_U068,PROP_017,3BD,[],1452,6151
PROP_018_U000,PROP_018,Studio,[],487,2349
PROP_018_U001,PROP_018,1BD,[],680,5382
PROP_018_U002,PROP_018,1BD,"['Laundry', 'Doorman']",781,3444
PROP_018_U003,PROP_018,2BD,"['Gym', 'Doorman', 'Laundry', 'View']",944,7172
PROP_018_U004,PROP_018,1BD,"['Doorman', 'Gym']",668,548
PROP_018_U005,PROP_018,1BD,['Gym'],933,1526
PROP_018_U006,PROP_018,1BD,"['Laundry', 'Doorman', 'View', 'Gym']",759,4514
PROP_018_U007,PROP_018,1BD,[],757,1903
PROP_018_U008,PROP_018,3BD,['View'],1451,500
PROP_018_U009,PROP_018,1BD,"['Gym', 'View', 'Laundry']",657,5584
PROP_018_U010,PROP_018,3BD,[],1463,1702
PROP_018_U011,PROP_018,2BD,"['Laundry', 'Gym', 'Doorman']",1088,7691
PROP_018_U012,PROP_018,Studio,"['Gym', 'Laundry', 'Doorman', 'View']",532,4054
PROP_018_U013,PROP_018,1BD,"['View', 'Laundry', 'Gym', 'Doorman']",704,4397
PROP_018_U014,PROP_018,1BD,"['Gym', 'Doorman', 'View', 'Laundry']",726,4293
PROP_018_U015,PROP_018,2BD,"['Doorman', 'Gym', 'Laundry']",976,4422
PROP_018_U016,PROP_018,1BD,"['Laundry', 'View', 'Gym']",716,4722
PROP_018_U017,PROP_018,2BD,['Laundry'],983,4555
PROP_018_U018,PROP_018,2BD,"['Laundry', 'View', 'Doorman', 'Gym']",1070,5820
PROP_018_U019,PROP_018,2BD,['Doorman'],931,4587
PROP_018_U020,PROP_018,Studio,"['View', 'Doorman', 'Laundry']",590,4379
PROP_018_U021,PROP_018,Studio,[],552,3785
PROP_018_U022,PROP_018,Studio,"['Doorman', 'View', 'Laundry', 'Gym']",472,2018
PROP_018_U023,PROP_018,2BD,['Gym'],938,5094
PROP_018_U024,PROP_018,2BD,"['Gym', 'View', 'Doorman', 'Laundry']",978,4244
PROP_018_U025,PROP_018,3BD,[],1373,500
PROP_018_U026,PROP_018,1BD,['Gym'],831,4273
PROP_018_U027,PROP_018,2BD,[],1083,4361
PROP_018_U028,PROP_018,1BD,['Doorman'],776,5469
PROP_018_U029,PROP_018,1BD,[],717,683
PROP_018_U030,PROP_018,2BD,['Gym'],916,3327
PROP_018_U031,PROP_018,2BD,"['View', 'Gym', 'Doorman', 'Laundry']",952,1643
PROP_018_U032,PROP_018,1BD,"['Doorman', 'Laundry']",805,2967
PROP_018_U033,PROP_018,1BD,"['Laundry', 'View', 'Doorman', 'Gym']",725,2596
PROP_018_U034,PROP_018,2BD,"['Doorman', 'Laundry']",999,6596
PROP_018_U035,PROP_018,1BD,[],729,2089
PROP_018_U036,PROP_018,2BD,"['Gym', 'Laundry', 'Doorman', 'View']",913,6308
PROP_018_U037,PROP_018,2BD,['Doorman'],960,5699
PROP_018_U038,PROP_018,1BD,[],799,2312
PROP_018_U039,PROP_018,Studio,"['Gym', 'View', 'Doorman', 'Laundry']",504,3338
PROP_018_U040,PROP_018,2BD,[],976,4155
PROP_018_U041,PROP_018,3BD,"['View', 'Laundry', 'Doorman', 'Gym']",1397,6003
PROP_018_U042,PROP_018,1BD,['Doorman'],759,3305
PROP_018_U043,PROP_018,1BD,[],774,3258
PROP_018_U044,PROP_018,3BD,['View'],1351,4470
PROP_018_U045,PROP_018,1BD,[],651,3443
PROP_018_U046,PROP_018,2BD,['Doorman'],995,5272
PROP_018_U047,PROP_018,1BD,[],732,5949
PROP_018_U048,PROP_018,2BD,[],981,3413
PROP_018_U049,PROP_018,Studio,"['View', 'Laundry']",456,2744
PROP_018_U050,PROP_018,2BD,[],979,2496
PROP_018_U051,PROP_018,1BD,"['Doorman', 'View', 'Gym', 'Laundry']",692,5514
PROP_018_U052,PROP_018,2BD,"['Gym', 'Doorman', 'Laundry']",1067,8170
PROP_018_U053,PROP_018,Studio,[],568,2983
PROP_018_U054,PROP_018,1BD,['Laundry'],718,7166
PROP_018_U055,PROP_018,1BD,"['Gym', 'Doorman', 'Laundry']",702,3187
PROP_018_U056,PROP_018,2BD,"['View', 'Gym', 'Laundry']",956,5110
PROP_018_U057,PROP_018,1BD,"['View', 'Gym', 'Laundry', 'Doorman']",705,1277
PROP_018_U058,PROP_018,1BD,"['Laundry', 'Gym', 'View', 'Doorman']",687,3746
PROP_018_U059,PROP_018,Studio,['Doorman'],512,3517
PROP_018_U060,PROP_018,2BD,['Doorman'],1067,6102
PROP_018_U061,PROP_018,Studio,"['Gym', 'View']",554,3823
PROP_018_U062,PROP_018,3BD,"['View', 'Laundry', 'Gym']",1387,2597
PROP_018_U063,PROP_018,2BD,['Laundry'],1024,870
PROP_018_U064,PROP_018,3BD,[],1297,2945
PROP_018_U065,PROP_018,1BD,"['Gym', 'Laundry', 'Doorman']",644,1846
PROP_018_U066,PROP_018,2BD,[],1048,3035
PROP_018_U067,PROP_018,3BD,"['Laundry', 'Doorman', 'Gym']",1340,4136
PROP_019_U000,PROP_019,1BD,['Laundry'],712,9401
PROP_019_U001,PROP_019,1BD,"['Gym', 'Laundry']",717,5601
PROP_019_U002,PROP_019,1BD,"['Doorman', 'Laundry', 'Gym', 'View']",786,6564
PROP_019_U003,PROP_019,1BD,"['Laundry', 'Gym']",757,4337
PROP_019_U004,PROP_019,1BD,[],792,8912
PROP_019_U005,PROP_019,2BD,"['Gym', 'Doorman', 'Laundry']",960,7167
PROP_019_U006,PROP_019,2BD,"['Doorman', 'Laundry', 'View', 'Gym']",1046,3578
PROP_019_U007,PROP_019,Studio,['Laundry'],405,2634
PROP_019_U008,PROP_019,Studio,"['Gym', 'View', 'Doorman']",428,3170
PROP_019_U009,PROP_019,3BD,[],1350,9137
PROP_019_U010,PROP_019,2BD,['Gym'],1032,6160
PROP_019_U011,PROP_019,1BD,"['View', 'Gym', 'Doorman', 'Laundry']",815,5788
PROP_019_U012,PROP_019,Studio,"['Doorman', 'View', 'Gym']",482,3502
PROP_019_U013,PROP_019,Studio,[],477,5092
PROP_019_U014,PROP_019,2BD,"['Doorman', 'View', 'Gym']",1036,6557
PROP_019_U015,PROP_019,3BD,"['View', 'Gym', 'Doorman', 'Laundry']",1371,7004
PROP_019_U016,PROP_019,2BD,"['Doorman', 'Laundry', 'View', 'Gym']",1042,3266
PROP_019_U017,PROP_019,2BD,"['Laundry', 'Gym']",970,7033
PROP_019_U018,PROP_019,2BD,"['View', 'Gym']",989,8089
PROP_019_U019,PROP_019,3BD,['Laundry'],1344,9053
PROP_019_U020,PROP_019,1BD,[],807,5338
PROP_019_U021,PROP_019,1BD,"['Doorman', 'View']",820,5501
PROP_019_U022,PROP_019,1BD,"['Gym', 'Doorman']",693,4772
PROP_019_U023,PROP_019,1BD,"['View', 'Laundry', 'Gym', 'Doorman']",742,4583
PROP_019_U024,PROP_019,1BD,[],716,4680
PROP_019_U025,PROP_019,2BD,[],973,8630
PROP_019_U026,PROP_019,2BD,"['View', 'Laundry', 'Gym']",995,11144
PROP_019_U027,PROP_019,3BD,"['Laundry', 'Gym']",1399,6094
PROP_019_U028,PROP_019,1BD,"['Doorman', 'View']",802,4645
PROP_019_U029,PROP_019,3BD,"['Doorman', 'Laundry', 'View', 'Gym']",1446,4036
PROP_019_U030,PROP_019,2BD,[],1004,9481
PROP_019_U031,PROP_019,1BD,"['Doorman', 'Gym', 'Laundry']",792,3325
PROP_019_U032,PROP_019,1BD,[],732,6046
PROP_019_U033,PROP_019,2BD,"['Laundry', 'Gym', 'View', 'Doorman']",1098,4808
PROP_019_U034,PROP_019,2BD,[],1005,5034
PROP_019_U035,PROP_019,Studio,"['Doorman', 'Gym', 'Laundry', 'View']",503,3896
PROP_019_U036,PROP_019,Studio,['Gym'],438,4274
PROP_019_U037,PROP_019,1BD,['View'],716,4525
PROP_019_U038,PROP_019,2BD,[],1043,881
PROP_019_U039,PROP_019,Studio,['View'],463,3302
PROP_019_U040,PROP_019,1BD,"['Laundry', 'View', 'Doorman', 'Gym']",843,5723
PROP_019_U041,PROP_019,Studio,"['View', 'Laundry']",372,4870
PROP_019_U042,PROP_019,1BD,['Gym'],785,4319
PROP_019_U043,PROP_019,Studio,"['Doorman', 'Laundry']",521,5348
PROP_019_U044,PROP_019,Studio,"['Gym', 'Laundry', 'Doorman']",495,5530
PROP_019_U045,PROP_019,3BD,"['Doorman', 'Laundry']",1374,5714
PROP_019_U046,PROP_019,Studio,"['Gym', 'Doorman']",393,5736
PROP_019_U047,PROP_019,Studio,['Laundry'],548,3100
PROP_019_U048,PROP_019,1BD,"['Doorman', 'Gym']",717,6970
PROP_019_U049,PROP_019,1BD,"['Doorman', 'Laundry', 'Gym']",725,6421
PROP_019_U050,PROP_019,2BD,"['Doorman', 'Gym', 'View', 'Laundry']",971,6237
PROP_020_U000,PROP_020,2BD,['Doorman'],973,3689
PROP_020_U001,PROP_020,1BD,[],760,4089
PROP_020_U002,PROP_020,2BD,"['Gym', 'Laundry', 'Doorman']",1064,2374
PROP_020_U003,PROP_020,1BD,"['Gym', 'Laundry', 'Doorman', 'View']",794,4908
PROP_020_U004,PROP_020,2BD,[],992,5251
PROP_020_U005,PROP_020,1BD,"['Doorman', 'Gym', 'Laundry']",709,4097
PROP_020_U006,PROP_020,3BD,[],1426,4828
PROP_020_U007,PROP_020,1BD,"['Doorman', 'View', 'Gym']",750,2461
PROP_020_U008,PROP_020,1BD,"['Laundry', 'Doorman']",686,3212
PROP_020_U009,PROP_020,1BD,"['Laundry', 'Doorman']",721,2796
PROP_020_U010,PROP_020,1BD,['Laundry'],717,3013
PROP_020_U011,PROP_020,1BD,"['Laundry', 'Gym', 'Doorman']",836,4841
PROP_020_U012,PROP_020,3BD,"['View', 'Doorman', 'Laundry']",1413,6776
PROP_020_U013,PROP_020,2BD,"['View', 'Gym', 'Laundry']",1027,3293
PROP_020_U014,PROP_020,Studio,"['View', 'Doorman', 'Laundry']",543,2650
PROP_020_U015,PROP_020,Studio,"['Laundry', 'View', 'Gym']",504,2255
PROP_020_U016,PROP_020,1BD,"['Gym', 'Laundry', 'View', 'Doorman']",794,5317
PROP_020_U017,PROP_020,Studio,"['View', 'Gym', 'Doorman', 'Laundry']",447,2698
PROP_020_U018,PROP_020,2BD,"['Gym', 'View']",1025,3208
PROP_020_U019,PROP_020,2BD,"['View', 'Doorman', 'Gym']",1006,1809
PROP_020_U020,PROP_020,1BD,[],757,4335
PROP_020_U021,PROP_020,Studio,"['Gym', 'View']",487,2245
PROP_020_U022,PROP_020,2BD,"['View', 'Doorman', 'Laundry']",986,5941
PROP_020_U023,PROP_020,1BD,"['Doorman', 'Gym', 'Laundry', 'View']",763,2610
PROP_020_U024,PROP_020,2BD,['Doorman'],1032,5192
PROP_020_U025,PROP_020,1BD,[],720,6888
PROP_020_U026,PROP_020,1BD,"['Doorman', 'Gym']",780,5297
PROP_020_U027,PROP_020,2BD,['Doorman'],938,5060
PROP_020_U028,PROP_020,Studio,[],398,3393
PROP_020_U029,PROP_020,Studio,"['Laundry', 'View']",571,3513
PROP_020_U030,PROP_020,1BD,"['Laundry', 'Gym', 'View', 'Doorman']",732,4844
PROP_020_U031,PROP_020,2BD,[],1022,5045
PROP_020_U032,PROP_020,1BD,"['Gym', 'View', 'Laundry', 'Doorman']",674,3017
PROP_020_U033,PROP_020,Studio,['Laundry'],469,2618
PROP_020_U034,PROP_020,3BD,['View'],1294,6143
PROP_020_U035,PROP_020,1BD,"['View', 'Doorman', 'Laundry', 'Gym']",791,3336
PROP_020_U036,PROP_020,Studio,[],544,3267
PROP_020_U037,PROP_020,3BD,"['Doorman', 'Laundry', 'View']",1399,4818
PROP_020_U038,PROP_020,1BD,"['View', 'Gym']",780,5322
PROP_021_U000,PROP_021,3BD,"['Laundry', 'Doorman', 'View']",1501,3471
PROP_021_U001,PROP_021,2BD,"['View', 'Gym']",1017,5438
PROP_021_U002,PROP_021,1BD,"['Gym', 'Laundry', 'View', 'Doorman']",724,5514
PROP_021_U003,PROP_021,2BD,"['Laundry', 'View', 'Gym', 'Doorman']",896,3367
PROP_021_U004,PROP_021,3BD,"['Doorman', 'Laundry', 'View']",1400,1661
PROP_021_U005,PROP_021,1BD,['Doorman'],797,6575
PROP_021_U006,PROP_021,Studio,['View'],534,2172
PROP_021_U007,PROP_021,3BD,"['Doorman', 'View', 'Laundry', 'Gym']",1345,1340
PROP_021_U008,PROP_021,1BD,"['Gym', 'Laundry', 'View', 'Doorman']",730,5366
PROP_021_U009,PROP_021,2BD,"['Doorman', 'Laundry']",929,4034
PROP_021_U010,PROP_021,2BD,['Doorman'],957,4117
PROP_021_U011,PROP_021,Studio,[],460,2414
PROP_021_U012,PROP_021,1BD,"['Laundry', 'Gym', 'Doorman']",840,4969
PROP_021_U013,PROP_021,1BD,"['Doorman', 'View', 'Gym']",700,2138
PROP_021_U014,PROP_021,Studio,[],421,2463
PROP_021_U015,PROP_021,3BD,"['Laundry', 'Doorman']",1367,898
PROP_021_U016,PROP_021,3BD,"['View', 'Gym', 'Doorman', 'Laundry']",1370,1039
PROP_021_U017,PROP_021,1BD,"['Laundry', 'View']",743,5162
PROP_021_U018,PROP_021,2BD,['Laundry'],1002,6081
PROP_021_U019,PROP_021,2BD,"['Doorman', 'View', 'Gym']",983,4144
PROP_021_U020,PROP_021,3BD,[],1438,5312
PROP_021_U021,PROP_021,1BD,"['Gym', 'View']",771,2815
PROP_021_U022,PROP_021,3BD,[],1400,5251
PROP_021_U023,PROP_021,Studio,"['Gym', 'View', 'Laundry', 'Doorman']",552,3305
PROP_021_U024,PROP_021,Studio,[],577,3935
PROP_021_U025,PROP_021,Studio,"['Doorman', 'View']",450,2937
PROP_021_U026,PROP_021,3BD,[],1449,5821
PROP_021_U027,PROP_021,2BD,"['Gym', 'Doorman', 'Laundry', 'View']",992,7414
PROP_021_U028,PROP_021,2BD,"['Gym', 'Doorman']",1000,5539
PROP_021_U029,PROP_021,1BD,[],801,3123
PROP_021_U030,PROP_021,2BD,"['Laundry', 'Doorman', 'View']",961,3228
PROP_021_U031,PROP_021,2BD,['Doorman'],1010,500
PROP_021_U032,PROP_021,1BD,"['Laundry', 'View', 'Gym']",651,4432
PROP_021_U033,PROP_021,2BD,['Gym'],1052,4785
PROP_021_U034,PROP_021,2BD,"['Doorman', 'Gym', 'Laundry', 'View']",940,5499
PROP_021_U035,PROP_021,1BD,"['View', 'Gym']",710,4471
PROP_021_U036,PROP_021,1BD,"['Doorman', 'View']",657,4205
PROP_022_U000,PROP_022,2BD,['Doorman'],1029,4277
PROP_022_U001,PROP_022,2BD,"['Laundry', 'Gym', 'Doorman', 'View']",982,2456
PROP_022_U002,PROP_022,1BD,"['Doorman', 'View', 'Laundry']",765,5801
PROP_022_U003,PROP_022,Studio,"['View', 'Gym']",452,2702
PROP_022_U004,PROP_022,1BD,['Gym'],666,2885
PROP_022_U005,PROP_022,1BD,"['Doorman', 'Laundry']",824,4774
PROP_022_U006,PROP_022,2BD,"['View', 'Doorman', 'Laundry']",978,4215
PROP_022_U007,PROP_022,1BD,['Gym'],684,7055
PROP_022_U008,PROP_022,1BD,"['Gym', 'Doorman', 'Laundry', 'View']",793,3508
PROP_022_U009,PROP_022,2BD,"['Laundry', 'Gym', 'Doorman', 'View']",930,6053
PROP_022_U010,PROP_022,1BD,[],759,2857
PROP_022_U011,PROP_022,1BD,"['Laundry', 'Gym', 'View', 'Doorman']",869,4881
PROP_022_U012,PROP_022,1BD,"['Doorman', 'View', 'Laundry', 'Gym']",762,3104
PROP_022_U013,PROP_022,1BD,"['View', 'Gym']",672,3768
PROP_022_U014,PROP_022,2BD,"['Laundry', 'Doorman']",969,7407
PROP_022_U015,PROP_022,Studio,['Doorman'],537,3393
PROP_022_U016,PROP_022,Studio,"['Doorman', 'Laundry', 'Gym', 'View']",530,3478
PROP_022_U017,PROP_022,1BD,"['Laundry', 'View', 'Doorman']",787,4796
PROP_022_U018,PROP_022,1BD,"['View', 'Gym']",766,2862
PROP_022_U019,PROP_022,2BD,"['Laundry', 'Gym', 'Doorman']",933,4997
PROP_022_U020,PROP_022,Studio,"['Gym', 'Doorman']",455,2689
PROP_022_U021,PROP_022,1BD,[],757,3678
PROP_022_U022,PROP_022,1BD,[],733,1445
PROP_022_U023,PROP_022,1BD,"['View', 'Laundry', 'Gym']",789,3027
PROP_022_U024,PROP_022,Studio,"['Gym', 'Doorman']",572,2193
PROP_022_U025,PROP_022,1BD,"['Doorman', 'View']",760,4084
PROP_022_U026,PROP_022,1BD,['View'],711,3240
PROP_022_U027,PROP_022,3BD,[],1428,2932
PROP_022_U028,PROP_022,1BD,"['View', 'Gym']",733,3163
PROP_022_U029,PROP_022,1BD,"['Gym', 'View', 'Doorman', 'Laundry']",839,3468
PROP_022_U030,PROP_022,1BD,"['Doorman', 'Gym', 'Laundry', 'View']",705,2005
PROP_022_U031,PROP_022,Studio,['View'],478,1992
PROP_022_U032,PROP_022,2BD,[],1018,3049
PROP_022_U033,PROP_022,1BD,['Laundry'],757,4591
PROP_022_U034,PROP_022,Studio,['Laundry'],507,3688
PROP_022_U035,PROP_022,Studio,"['Gym', 'Laundry', 'Doorman']",469,4384
PROP_022_U036,PROP_022,1BD,"['Laundry', 'View', 'Gym']",726,2544
PROP_022_U037,PROP_022,2BD,"['Gym', 'Laundry']",938,3665
PROP_022_U038,PROP_022,2BD,"['Doorman', 'Laundry', 'Gym', 'View']",1061,5544
PROP_022_U039,PROP_022,Studio,[],548,3305
PROP_022_U040,PROP_022,1BD,"['Laundry', 'View']",785,6765
PROP_022_U041,PROP_022,Studio,"['Doorman', 'View']",474,1630
PROP_022_U042,PROP_022,1BD,['Gym'],745,2507
PROP_022_U043,PROP_022,1BD,"['View', 'Laundry']",760,3659
PROP_022_U044,PROP_022,3BD,"['View', 'Gym', 'Doorman']",1370,1194
PROP_022_U045,PROP_022,2BD,"['Doorman', 'Gym']",989,3652
PROP_023_U000,PROP_023,1BD,"['View', 'Gym']",684,2633
PROP_023_U001,PROP_023,Studio,['Laundry'],477,3171
PROP_023_U002,PROP_023,1BD,[],740,2596
PROP_023_U003,PROP_023,3BD,"['Doorman', 'Gym', 'Laundry', 'View']",1408,870
PROP_023_U004,PROP_023,Studio,"['View', 'Laundry', 'Doorman', 'Gym']",520,4459
PROP_023_U005,PROP_023,1BD,"['Doorman', 'View', 'Laundry']",739,3140
PROP_023_U006,PROP_023,1BD,[],776,5449
PROP_023_U007,PROP_023,1BD,['View'],782,2705
PROP_023_U008,PROP_023,1BD,"['Gym', 'Laundry', 'View']",744,3741
PROP_023_U009,PROP_023,Studio,"['Laundry', 'View']",526,2980
PROP_023_U010,PROP_023,1BD,"['Laundry', 'Doorman']",788,4908
PROP_023_U011,PROP_023,1BD,"['Doorman', 'Laundry']",727,4368
PROP_023_U012,PROP_023,1BD,"['View', 'Laundry']",698,5367
PROP_023_U013,PROP_023,1BD,[],744,1551
PROP_023_U014,PROP_023,1BD,"['View', 'Laundry']",798,4649
PROP_023_U015,PROP_023,Studio,"['Laundry', 'Gym']",572,3943
PROP_023_U016,PROP_023,2BD,"['View', 'Doorman']",995,2238
PROP_023_U017,PROP_023,Studio,[],573,1925
PROP_023_U018,PROP_023,1BD,"['Doorman', 'View']",784,4093
PROP_023_U019,PROP_023,2BD,"['View', 'Laundry', 'Gym', 'Doorman']",998,1181
PROP_023_U020,PROP_023,Studio,"['Laundry', 'View']",507,1065
PROP_023_U021,PROP_023,1BD,"['Doorman', 'Laundry', 'View']",817,4069
PROP_023_U022,PROP_023,1BD,"['Gym', 'Doorman', 'Laundry']",885,4898
PROP_023_U023,PROP_023,1BD,['Gym'],741,4256
PROP_023_U024,PROP_023,1BD,"['View', 'Doorman', 'Laundry', 'Gym']",694,6055
PROP_023_U025,PROP_023,1BD,[],778,5977
PROP_023_U026,PROP_023,1BD,"['Gym', 'Laundry', 'Doorman', 'View']",757,3573
PROP_023_U027,PROP_023,1BD,[],768,2842
PROP_023_U028,PROP_023,1BD,"['View', 'Gym']",823,2301
PROP_023_U029,PROP_023,Studio,"['Gym', 'Doorman']",462,3551
PROP_023_U030,PROP_023,1BD,['Gym'],795,1826
PROP_023_U031,PROP_023,Studio,['Laundry'],514,2733
PROP_023_U032,PROP_023,2BD,[],1014,5134
PROP_023_U033,PROP_023,1BD,"['Gym', 'Doorman', 'Laundry', 'View']",745,1978
PROP_023_U034,PROP_023,Studio,[],478,3006
PROP_023_U035,PROP_023,1BD,"['Doorman', 'Gym']",816,4561
PROP_023_U036,PROP_023,1BD,[],731,1085
PROP_023_U037,PROP_023,Studio,"['Doorman', 'Gym']",402,3991
PROP_023_U038,PROP_023,2BD,[],984,2961
PROP_023_U039,PROP_023,2BD,[],979,2235
PROP_023_U040,PROP_023,2BD,"['View', 'Doorman', 'Laundry']",937,4908
PROP_023_U041,PROP_023,2BD,"['Laundry', 'Gym']",997,4363
PROP_023_U042,PROP_023,1BD,"['Gym', 'Doorman']",706,3240
PROP_023_U043,PROP_023,1BD,['Gym'],714,4863
PROP_023_U044,PROP_023,Studio,"['Gym', 'Doorman', 'View', 'Laundry']",462,2379
PROP_023_U045,PROP_023,1BD,"['Doorman', 'View', 'Gym']",701,837
PROP_023_U046,PROP_023,2BD,"['Doorman', 'Gym']",967,5052
PROP_023_U047,PROP_023,Studio,"['View', 'Gym']",479,3010
PROP_023_U048,PROP_023,1BD,"['Gym', 'Doorman', 'View']",797,2525
PROP_023_U049,PROP_023,Studio,"['Doorman', 'Gym']",513,2724
PROP_023_U050,PROP_023,1BD,"['Doorman', 'View']",753,3491
PROP_023_U051,PROP_023,3BD,['View'],1494,3127
PROP_023_U052,PROP_023,1BD,"['Laundry', 'Doorman', 'View']",760,1741
PROP_023_U053,PROP_023,3BD,[],1424,5784
PROP_023_U054,PROP_023,2BD,"['Laundry', 'Doorman', 'View']",981,4248
PROP_023_U055,PROP_023,1BD,"['Doorman', 'View']",723,4720
PROP_023_U056,PROP_023,1BD,[],738,2360
PROP_023_U057,PROP_023,2BD,"['View', 'Laundry', 'Doorman']",1045,3868
PROP_023_U058,PROP_023,2BD,"['Doorman', 'View']",934,4169
PROP_023_U059,PROP_023,Studio,"['View', 'Laundry', 'Gym', 'Doorman']",527,3346
PROP_023_U060,PROP_023,2BD,"['Gym', 'View', 'Doorman']",1039,5221
PROP_023_U061,PROP_023,3BD,['Laundry'],1341,2978
PROP_023_U062,PROP_023,2BD,['Gym'],952,5841
PROP_023_U063,PROP_023,1BD,"['Doorman', 'Gym', 'Laundry', 'View']",665,4504
PROP_023_U064,PROP_023,2BD,"['Gym', 'View', 'Laundry', 'Doorman']",1079,4088
PROP_023_U065,PROP_023,3BD,"['Doorman', 'Laundry']",1326,500
PROP_023_U066,PROP_023,1BD,['View'],778,4245
PROP_023_U067,PROP_023,2BD,['Gym'],965,8256
PROP_023_U068,PROP_023,Studio,"['View', 'Gym', 'Doorman']",514,4839
PROP_023_U069,PROP_023,2BD,"['Doorman', 'View', 'Gym', 'Laundry']",961,859
PROP_023_U070,PROP_023,1BD,[],818,3775
PROP_023_U071,PROP_023,1BD,['Gym'],803,2386
PROP_024_U000,PROP_024,Studio,"['View', 'Laundry', 'Doorman']",479,2191
PROP_024_U001,PROP_024,2BD,[],1035,892
PROP_024_U002,PROP_024,Studio,"['Laundry', 'Doorman']",519,3679
PROP_024_U003,PROP_024,2BD,"['Laundry', 'View', 'Gym']",937,2847
PROP_024_U004,PROP_024,3BD,[],1413,2819
PROP_024_U005,PROP_024,1BD,"['Gym', 'Doorman']",783,4904
